,Pick,Team,Name,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,Height,Weight,Birthday,Position1,Position2,Position3,All_Star_apps,All_NBA_apps,All_Def_apps,HOF
755,39,CHI,Litterial Green,Georgia,5,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066,-2.4,-0.1,1992,185cm,83kg,1970-03-07,Point Guard,Point Guard,Point Guard,0,0,0,0
756,40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
757,41,HOU,Popeye Jones,Murray State,11,535,12579,3726,3981,696,.447,.281,.751,23.5,7.0,7.4,1.3,22.0,.084,-2.6,-2.1,1992,203cm,113kg,1970-06-17,Power Forward,Power Forward,Power Forward,0,0,0,0
758,42,MIA,Matt Geiger,Georgia Tech,10,552,12221,5059,3158,388,.499,.232,.728,22.1,9.2,5.7,0.7,28.4,.112,-1.8,0.6,1992,213cm,110kg,1969-09-10,Center,Center,Center,0,0,0,0
759,43,GSW,Sasha Danilović,,2,75,2331,957,182,149,.439,.379,.789,31.1,12.8,2.4,2.0,4.2,.087,-0.7,0.8,1992,196cm,90kg,1970-02-26,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
760,44,SAS,Henry Williams,UNC Charlotte,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
761,45,SEA,Chris King,Wake Forest,3,103,2058,693,311,116,.423,.383,.633,20.0,6.7,3.0,1.1,1.0,.023,-2.8,-0.4,1992,203cm,97kg,1969-07-24,Small Forward,Small Forward,Small Forward,0,0,0,0
762,46,DEN,Robert Werdann,St. John's,3,47,273,101,81,9,.378,.000,.574,5.8,2.1,1.7,0.2,0.1,.026,-6.3,-0.3,1992,211cm,113kg,1970-09-12,Center,Center,Center,0,0,0,0
763,47,BOS,Darren Morningstar,Pitt,1,23,367,96,81,15,.476,,.600,16.0,4.2,3.5,0.7,0.4,.048,-4.5,-0.2,1992,208cm,106kg,1969-04-22,Center,Center,Center,0,0,0,0
764,48,PHO,Brian Davis,Duke,1,68,374,131,55,22,.317,.333,.735,5.5,1.9,0.8,0.3,0.0,.000,-4.7,-0.3,1992,201cm,90kg,1970-06-21,Small Forward,Small Forward,Small Forward,0,0,0,0
765,49,PHO,Ron Ellis,Louisiana Tech,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
766,50,GSW,Matt Fish,UNC Wilmington,3,50,512,177,110,25,.500,.000,.625,10.2,3.5,2.2,0.5,0.6,.058,-3.1,-0.1,1992,211cm,106kg,1969-11-18,Center,Center,Center,0,0,0,0
767,51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
768,52,CHI,Matt Steigenga,Michigan State,1,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-.126,-8.5,0.0,1992,201cm,102kg,1970-03-27,Small Forward,Small Forward,Small Forward,0,0,0,0
769,53,HOU,Curtis Blair,Richmond,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
770,54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,
771,1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,.479,.299,.649,37.1,20.7,9.8,4.2,84.7,.132,3.4,42.1,1993,206cm,111kg,1973-03-01,Center,Power Forward,Center,5,5,0,0
772,2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,.457,.103,.716,23.5,8.1,6.3,0.7,40.7,.100,-0.2,8.9,1993,229cm,106kg,1972-03-22,Center,Center,Center,0,0,0,0
773,3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,.458,.316,.774,33.7,15.2,4.5,5.0,61.9,.125,2.5,26.9,1993,201cm,88kg,1971-07-18,Point Guard,Small Forward,Shooting Guard,4,3,0,0
774,4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,.418,.345,.766,37.3,19.1,5.4,4.0,43.7,.092,0.3,13.4,1993,203cm,108kg,1972-11-29,Small Forward,Small Forward,Small Forward,1,0,0,0
775,5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,.443,.352,.812,31.7,16.7,3.8,2.7,22.8,.061,-1.0,4.5,1993,196cm,97kg,1971-03-12,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
776,6,WSB,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,.466,.298,.691,26.7,9.5,3.2,1.7,23.1,.050,-2.5,-2.9,1993,201cm,94kg,1971-07-17,Small Forward,Shooting Guard,Small Forward,0,0,0,0
777,7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,.353,.272,.769,15.5,3.8,1.1,3.3,-1.2,-.014,-5.3,-3.5,1993,183cm,74kg,1971-06-28,Point Guard,Point Guard,Point Guard,0,0,0,0
778,8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,.485,.215,.638,32.5,15.0,7.4,1.9,47.0,.088,-1.2,5.4,1993,211cm,105kg,1971-11-23,Center,Power Forward,Center,4,2,0,0
779,9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,.451,.347,.690,25.3,10.9,4.5,2.0,38.8,.085,-0.3,9.7,1993,201cm,106kg,1971-06-20,Power Forward,Small Forward,Power Forward,0,0,0,0
780,10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,.388,.360,.746,24.8,8.5,2.2,2.7,32.9,.068,-0.4,9.4,1993,188cm,77kg,1970-12-03,Point Guard,Shooting Guard,Point Guard,0,0,0,0
781,11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,.444,.402,.863,33.7,17.3,2.9,2.4,55.3,.094,0.1,14.9,1993,198cm,90kg,1971-04-20,Shooting Guard,Shooting Guard,Shooting Guard,2,0,0,0
782,12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,-0.4,7.3,1993,203cm,98kg,1970-09-03,Small Forward,Shooting Guard,Small Forward,0,0,0,0
783,13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,.411,.378,.779,18.2,8.0,1.5,2.6,7.3,.048,-2.6,-1.1,1993,188cm,86kg,1971-09-12,Point Guard,Shooting Guard,Point Guard,0,0,0,0
784,14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,.467,,.684,6.9,2.0,2.0,0.2,0.3,.087,-2.8,0.0,1993,211cm,113kg,1970-09-19,Center,Center,Center,0,0,0,0
785,15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,.378,.000,.709,9.9,2.4,1.8,0.7,0.2,.013,-4.8,-0.6,1993,201cm,99kg,1971-01-21,Power Forward,Power Forward,Power Forward,0,0,0,0
786,16,NJN,Rex Walters,Kansas,7,335,4602,1547,403,569,.441,.361,.809,13.7,4.6,1.2,1.7,6.3,.066,-2.0,0.0,1993,193cm,86kg,1970-03-12,Point Guard,Shooting Guard,Point Guard,0,0,0,0
787,17,CHH,Greg Graham,Indiana,5,207,2530,938,219,201,.407,.290,.775,12.2,4.5,1.1,1.0,1.3,.025,-3.8,-1.2,1993,193cm,78kg,1970-11-26,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
788,18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,.348,.000,.750,6.1,1.3,0.7,0.0,-0.1,-.064,-12.3,-0.2,1993,218cm,122kg,1971-09-22,Center,Center,Center,0,0,0,0
789,19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,.403,.000,.667,13.0,5.1,2.7,0.3,0.3,.005,-5.9,-2.5,1993,208cm,108kg,1970-06-23,Center,Center,Center,0,0,0,0
790,20,CHH,Scott Burrell,UConn,8,383,7592,2647,1332,527,.418,.373,.723,19.8,6.9,3.5,1.4,16.4,.104,0.7,5.2,1993,201cm,98kg,1971-01-12,Small Forward,Small Forward,Small Forward,0,0,0,0
791,21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.0,0.0,1993,188cm,81kg,1970-08-31,Point Guard,Point Guard,Point Guard,0,0,0,0
792,22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,-0.5,6.8,1993,198cm,97kg,1970-01-25,Power Forward,Small Forward,Power Forward,0,0,0,0
793,23,SEA,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,-1.4,2.6,1993,211cm,111kg,1967-12-21,Center,Center,Center,0,0,0,0
794,24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.8,28.8,1993,190cm,83kg,1969-11-18,Point Guard,Point Guard,Point Guard,1,0,0,0
795,25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-2.5,-1.1,1993,206cm,108kg,1969-01-04,Center,Power Forward,Center,0,0,0,0
796,26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,.400,,.667,3.4,1.8,0.9,0.3,0.1,.089,-3.7,0.0,1993,213cm,118kg,1969-07-12,Center,Center,Center,0,0,0,0
797,27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,.378,.000,.500,3.1,1.5,1.1,0.0,0.1,.036,-8.7,-0.1,1993,206cm,112kg,1970-07-11,Center,Center,Center,0,0,0,0
798,28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,.426,.348,.790,19.6,7.2,2.3,1.4,28.7,.088,-0.9,4.5,1993,196cm,86kg,1970-12-18,Point Guard,Shooting Guard,Point Guard,0,0,0,0
799,29,MIN,Sherron Mills,Virginia Commonwealth,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
800,30,WSB,Gheorghe Mureșan,,6,307,6729,3020,1957,150,.573,.000,.644,21.9,9.8,6.4,0.5,19.0,.136,-0.3,2.9,1993,231cm,137kg,1971-02-14,Center,Center,Center,0,0,0,0
801,31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-5.5,-0.1,1993,203cm,117kg,1971-08-24,Power Forward,Power Forward,Power Forward,0,0,0,0
802,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-8.4,-0.2,1993,185cm,86kg,1971-10-31,Point Guard,Shooting Guard,Point Guard,0,0,0,0
803,33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.8,-0.9,1993,213cm,111kg,1970-06-02,Center,Center,Center,0,0,0,0
804,34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-2.8,-0.1,1993,196cm,79kg,1971-02-11,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
805,35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,.333,,.500,4.3,0.8,1.0,0.3,0.0,-.077,-7.6,0.0,1993,213cm,119kg,1971-09-03,Center,Center,Center,0,0,0,0
806,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
807,37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,0.4,17.7,1993,185cm,77kg,1971-11-27,Point Guard,Shooting Guard,Point Guard,1,0,0,0
808,38,WSB,Conrad McRae,Syracuse,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
809,39,IND,Thomas Hill,Duke,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
810,40,ATL,Rich Manning,Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-8.3,-0.8,1993,211cm,114kg,1970-06-23,Power Forward,Center,Power Forward,0,0,0,0
811,41,CHI,Anthony Reed,Tulane,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
812,42,SEA,Adonis Jordan,Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-2.9,0.0,1993,180cm,77kg,1970-08-21,Point Guard,Point Guard,Point Guard,0,0,0,0
813,43,DEN,Josh Grant,Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.3,0.0,1993,206cm,101kg,1967-08-07,Power Forward,Power Forward,Power Forward,0,0,0,0
814,44,SAC,Alex Holcombe,Baylor,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
815,45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,0.3,11.8,1993,201cm,102kg,1970-12-31,Small Forward,Shooting Guard,Small Forward,0,0,0,0
816,46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-8.2,-0.1,1993,208cm,117kg,1969-01-25,Center,Center,Center,0,0,0,0
817,47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-0.2,4.6,1993,183cm,76kg,1971-10-05,Point Guard,Point Guard,Point Guard,0,0,0,0
818,48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-8.1,-0.1,1993,211cm,117kg,1971-02-07,Center,Center,Center,0,0,0,0
819,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
820,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
821,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
822,52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-4.5,-0.4,1993,208cm,122kg,1970-10-15,Center,Center,Center,0,0,0,0
823,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
824,54,PHO,Byron Wilson,Utah,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,
825,1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,39.8,.075,0.1,13.5,1994,201cm,102kg,1973-01-10,Small Forward,Small Forward,Small Forward,2,0,0,0
826,2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,138.6,.133,3.8,73.4,1994,193cm,92kg,1973-03-23,Point Guard,Shooting Guard,Point Guard,10,6,9,Hall of Fame
827,3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,99.9,.138,3.0,43.6,1994,203cm,102kg,1972-10-05,Small Forward,Shooting Guard,Small Forward,7,5,0,Hall of Fame
828,4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,59.0,.113,1.1,19.8,1994,206cm,98kg,1973-05-18,Power Forward,Small Forward,Power Forward,0,0,0,0
829,5,WSB,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,59.4,.078,-1.6,3.8,1994,206cm,108kg,1973-02-07,Center,Power Forward,Small Forward,1,0,0,0
830,6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-4.8,-3.2,1994,211cm,117kg,1973-01-30,Center,Center,Center,0,0,0,0
831,7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.2,4.0,1994,201cm,107kg,1973-04-20,Small Forward,Small Forward,Small Forward,0,0,0,0
832,8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.8,6.3,1994,206cm,115kg,1972-03-05,Center,Power Forward,Small Forward,0,0,0,0
833,9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,8.5,.048,-4.4,-5.2,1994,213cm,122kg,1971-09-23,Center,Center,Center,0,0,0,0
834,10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.1,42.3,1994,198cm,86kg,1971-10-20,Small Forward,Shooting Guard,Small Forward,3,0,3,0
835,11,SEA,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.0,1.4,1994,211cm,99kg,1971-02-06,Center,Power Forward,Center,0,0,0,0
836,12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.3,1.0,1994,190cm,90kg,1972-07-15,Point Guard,Point Guard,Point Guard,0,0,0,0
837,13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.2,12.3,1994,203cm,95kg,1973-01-30,Point Guard,Small Forward,Shooting Guard,0,0,0,0
838,14,NJN,Yinka Dare,George Washington,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,-0.7,-.033,-8.4,-1.6,1994,213cm,120kg,1972-10-10,Center,Center,Center,0,0,0,0
839,15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,0.2,7.9,1994,201cm,97kg,1970-09-30,Small Forward,Shooting Guard,Small Forward,0,0,0,0
840,16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,3.9,.063,-3.5,-1.1,1994,211cm,111kg,1972-10-31,Center,Center,Center,0,0,0,0
841,17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,40.0,.100,0.7,12.9,1994,196cm,94kg,1972-10-02,Point Guard,Small Forward,Shooting Guard,0,0,0,0
842,18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1.1,.034,-4.3,-0.9,1994,211cm,106kg,1970-02-01,Center,Center,Center,0,0,0,0
843,19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1.3,.027,-3.3,-0.7,1994,198cm,86kg,1972-08-25,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
844,20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-.039,-5.0,-0.6,1994,185cm,83kg,1971-04-30,Point Guard,Point Guard,Point Guard,0,0,0,0
845,21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-4.5,-3.3,1994,206cm,112kg,1972-04-06,Center,Power Forward,Center,0,0,0,0
846,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-5.3,-1.3,1994,206cm,99kg,1972-05-29,Power Forward,Small Forward,Power Forward,0,0,0,0
847,23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.9,15.2,1994,198cm,88kg,1971-03-28,Small Forward,Shooting Guard,Small Forward,0,0,0,0
848,24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.3,1994,203cm,102kg,1971-10-08,Small Forward,Small Forward,Small Forward,0,0,0,0
849,25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-1.5,0.7,1994,198cm,95kg,1971-09-18,Small Forward,Shooting Guard,Small Forward,0,0,0,0
850,26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,33.0,.113,2.1,14.5,1994,188cm,86kg,1970-10-12,Point Guard,Point Guard,Point Guard,0,0,0,0
851,27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,2.0,.057,-1.5,0.2,1994,193cm,87kg,1970-07-19,Point Guard,Point Guard,Point Guard,0,0,0,0
852,28,DAL,Deon Thomas,Illinois,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
853,29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1.7,.057,-3.8,-0.6,1994,203cm,92kg,1972-05-15,Power Forward,Small Forward,Power Forward,0,0,0,0
854,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,19.5,.058,-1.7,1.3,1994,188cm,80kg,1972-12-04,Point Guard,Shooting Guard,Point Guard,0,0,0,0
855,31,ORL,Rodney Dent,Kentucky,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
856,32,WSB,Jim McIlvaine,Marquette,7,401,5927,1072,1243,105,.446,.100,.551,14.8,2.7,3.1,0.3,9.4,.076,-2.2,-0.3,1994,216cm,108kg,1972-07-30,Center,Center,Center,0,0,0,0
857,33,PHI,Derrick Alston,Duquesne,3,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.8,-0.5,1994,211cm,102kg,1972-08-20,Center,Center,Center,0,0,0,0
858,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,.333,.000,1.000,10.5,3.8,1.3,0.3,0.1,.076,-1.2,0.0,1994,190cm,86kg,1969-02-05,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
859,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
860,37,SEA,Dontonio Wingfield,Cincinnati,4,114,1146,423,275,76,.389,.309,.721,10.1,3.7,2.4,0.7,1.8,.074,-2.6,-0.2,1994,203cm,116kg,1974-06-23,Small Forward,Small Forward,Small Forward,0,0,0,0
861,38,CHH,Darrin Hancock,Kansas,3,133,1395,467,169,89,.530,.333,.579,10.5,3.5,1.3,0.7,1.1,.038,-3.3,-0.5,1994,201cm,92kg,1971-11-03,Small Forward,Small Forward,Small Forward,0,0,0,0
862,39,GSW,Anthony Miller,Michigan State,8,181,1637,510,488,66,.510,.250,.576,9.0,2.8,2.7,0.4,3.8,.110,-2.6,-0.2,1994,206cm,102kg,1971-10-22,Power Forward,Power Forward,Power Forward,0,0,0,0
863,40,MIA,Jeff Webster,Oklahoma,1,11,58,18,7,3,.348,.333,,5.3,1.6,0.6,0.3,0.0,-.030,-5.5,-0.1,1994,203cm,105kg,1971-02-19,Small Forward,Small Forward,Small Forward,0,0,0,0
864,41,IND,William Njoku,,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
865,42,CLE,Gary Collier,Tulsa,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
866,43,POR,Shawnelle Scott,St. John's,4,105,634,189,228,20,.464,,.465,6.0,1.8,2.2,0.2,1.3,.101,-3.8,-0.3,1994,208cm,113kg,1972-06-16,Center,Center,Center,0,0,0,0
867,44,IND,Damon Bailey,Indiana,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
868,45,GSW,Dwayne Morton,Louisville,1,41,395,167,58,18,.388,.360,.682,9.6,4.1,1.4,0.4,0.2,.025,-3.5,-0.1,1994,201cm,88kg,1971-08-08,Point Guard,Point Guard,Point Guard,0,0,0,0
869,46,MIL,Voshon Lenard,Minnesota,11,565,15349,6745,1609,1180,.415,.384,.787,27.2,11.9,2.8,2.1,29.6,.093,0.0,7.9,1994,193cm,92kg,1973-05-14,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
870,47,UTA,Jamie Watson,South Carolina,4,102,1248,323,149,117,.468,.316,.694,12.2,3.2,1.5,1.1,1.2,.045,-1.5,0.2,1994,201cm,86kg,1972-02-23,Small Forward,Small Forward,Small Forward,0,0,0,0
871,48,DET,Jevon Crudup,Missouri,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
872,49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
873,50,PHO,Charles Claxton,Georgia,1,3,7,2,2,0,.500,,.000,2.3,0.7,0.7,0.0,0.0,-.179,-18.9,0.0,1994,213cm,120kg,1970-12-13,Center,Center,Center,0,0,0,0
874,51,SAC,Lawrence Funderburke,Ohio State,7,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-0.5,1.8,1994,206cm,104kg,1970-12-15,Power Forward,Power Forward,Power Forward,0,0,0,0
875,52,PHO,Anthony Goldwire,Houston,8,266,4951,1667,359,737,.407,.386,.792,18.6,6.3,1.3,2.8,6.4,.062,-1.8,0.3,1994,185cm,82kg,1971-09-06,Point Guard,Point Guard,Point Guard,0,0,0,0
876,53,HOU,Albert Burditt,Texas,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,
877,54,SEA,Željko Rebrača,,5,215,3280,1276,688,88,.527,,.792,15.3,5.9,3.2,0.4,8.3,.121,-2.3,-0.2,1994,213cm,116kg,1972-04-09,Center,Center,Center,0,0,0,0
878,1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,.455,.238,.790,26.2,10.9,6.4,1.0,60.3,.107,-1.5,3.0,1995,208cm,102kg,1975-07-26,Center,Power Forward,Small Forward,0,0,0,0
879,2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,69.8,.119,-0.1,13.2,1995,206cm,99kg,1974-09-07,Center,Power Forward,Center,1,0,0,0
880,3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,52.4,.083,0.3,17.4,1995,198cm,98kg,1974-11-05,Small Forward,Shooting Guard,Small Forward,2,0,0,0
881,4,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,.467,.336,.721,32.7,14.4,6.7,1.8,105.1,.139,2.2,38.4,1995,208cm,102kg,1974-09-17,Center,Power Forward,Center,4,0,0,0
882,5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,.497,.275,.789,34.5,17.8,10.0,3.7,191.4,.182,5.6,96.9,1995,211cm,108kg,1976-05-19,Center,Power Forward,Small Forward,15,9,12,Hall of Fame
883,6,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,13.0,.052,-3.4,-4.3,1995,213cm,124kg,1973-06-08,Center,Center,Center,0,0,0,0
884,7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,55.4,.091,0.3,16.8,1995,178cm,77kg,1973-09-03,Point Guard,Point Guard,Point Guard,0,0,0,0
